State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
ND,38,087,6,A,Cold,Slope
ND,38,089,6,A,Cold,Stark
ND,38,091,7,N/A,Very Cold,Steele
ND,38,093,7,N/A,Very Cold,Stutsman
ND,38,095,7,N/A,Very Cold,Towner
ND,38,097,7,N/A,Very Cold,Traill
ND,38,099,7,N/A,Very Cold,Walsh
ND,38,101,7,N/A,Very Cold,Ward
ND,38,103,7,N/A,Very Cold,Wells
ND,38,105,7,N/A,Very Cold,Williams
NE,31,001,5,A,Cold,Adams
NE,31,003,5,A,Cold,Antelope
NE,31,005,5,A,Cold,Arthur
NE,31,007,5,A,Cold,Banner
NE,31,009,5,A,Cold,Blaine
NE,31,011,5,A,Cold,Boone
NE,31,013,5,A,Cold,Box Butte
NE,31,015,5,A,Cold,Boyd
NE,31,017,5,A,Cold,Brown
NE,31,019,5,A,Cold,Buffalo
NE,31,021,5,A,Cold,Burt
NE,31,023,5,A,Cold,Butler
NE,31,025,5,A,Cold,Cass
NE,31,027,5,A,Cold,Cedar
NE,31,029,5,A,Cold,Chase
NE,31,031,5,A,Cold,Cherry
NE,31,033,5,A,Cold,Cheyenne
NE,31,035,5,A,Cold,Clay
NE,31,037,5,A,Cold,Colfax
NE,31,039,5,A,Cold,Cuming
NE,31,041,5,A,Cold,Custer
NE,31,043,5,A,Cold,Dakota
NE,31,045,5,A,Cold,Dawes
NE,31,047,5,A,Cold,Dawson
NE,31,049,5,A,Cold,Deuel
NE,31,051,5,A,Cold,Dixon
NE,31,053,5,A,Cold,Dodge
NE,31,055,5,A,Cold,Douglas
NE,31,057,5,A,Cold,Dundy
NE,31,059,5,A,Cold,Fillmore
NE,31,061,5,A,Cold,Franklin
NE,31,063,5,A,Cold,Frontier
NE,31,065,5,A,Cold,Furnas
NE,31,067,5,A,Cold,Gage
NE,31,069,5,A,Cold,Garden
NE,31,071,5,A,Cold,Garfield
NE,31,073,5,A,Cold,Gosper
NE,31,075,5,A,Cold,Grant
NE,31,077,5,A,Cold,Greeley
NE,31,079,5,A,Cold,Hall
NE,31,081,5,A,Cold,Hamilton
NE,31,083,5,A,Cold,Harlan
NE,31,085,5,A,Cold,Hayes
NE,31,087,5,A,Cold,Hitchcock
NE,31,089,5,A,Cold,Holt
NE,31,091,5,A,Cold,Hooker
NE,31,093,5,A,Cold,Howard
NE,31,095,5,A,Cold,Jefferson
NE,31,097,5,A,Cold,Johnson
NE,31,099,5,A,Cold,Kearney
NE,31,101,5,A,Cold,Keith
NE,31,103,5,A,Cold,Keya Paha
NE,31,105,5,A,Cold,Kimball
NE,31,107,5,A,Cold,Knox
NE,31,109,5,A,Cold,Lancaster
NE,31,111,5,A,Cold,Lincoln
NE,31,113,5,A,Cold,Logan
NE,31,115,5,A,Cold,Loup
NE,31,119,5,A,Cold,Madison
NE,31,117,5,A,Cold,McPherson
NE,31,121,5,A,Cold,Merrick
NE,31,123,5,A,Cold,Morrill
NE,31,125,5,A,Cold,Nance
NE,31,127,5,A,Cold,Nemaha
NE,31,129,5,A,Cold,Nuckolls
NE,31,131,5,A,Cold,Otoe
NE,31,133,5,A,Cold,Pawnee
NE,31,135,5,A,Cold,Perkins
NE,31,137,5,A,Cold,Phelps
NE,31,139,5,A,Cold,Pierce
NE,31,141,5,A,Cold,Platte
NE,31,143,5,A,Cold,Polk
NE,31,145,5,A,Cold,Red Willow
NE,31,147,5,A,Cold,Richardson
NE,31,149,5,A,Cold,Rock
NE,31,151,5,A,Cold,Saline
NE,31,153,5,A,Cold,Sarpy
NE,31,155,5,A,Cold,Saunders
NE,31,157,5,A,Cold,Scotts Bluff
NE,31,159,5,A,Cold,Seward
NE,31,161,5,A,Cold,Sheridan
NE,31,163,5,A,Cold,Sherman
NE,31,165,5,A,Cold,Sioux
NE,31,167,5,A,Cold,Stanton
NE,31,169,5,A,Cold,Thayer
NE,31,171,5,A,Cold,Thomas
NE,31,173,5,A,Cold,Thurston
NE,31,175,5,A,Cold,Valley
NE,31,177,5,A,Cold,Washington
NE,31,179,5,A,Cold,Wayne
NE,31,181,5,A,Cold,Webster
NE,31,183,5,A,Cold,Wheeler
NE,31,185,5,A,Cold,York
NH,33,001,6,A,Cold,Belknap
NH,33,003,6,A,Cold,Carroll
NH,33,005,5,A,Cold,Cheshire
NH,33,007,6,A,Cold,Coos
NH,33,009,6,A,Cold,Grafton
NH,33,011,5,A,Cold,Hillsborough
NH,33,013,6,A,Cold,Merrimack
NH,33,015,5,A,Cold,Rockingham
NH,33,017,5,A,Cold,Strafford
NH,33,019,6,A,Cold,Sullivan
NJ,34,001,4,A,Mixed-Humid,Atlantic
NJ,34,003,5,A,Cold,Bergen
NJ,34,005,4,A,Mixed-Humid,Burlington
NJ,34,007,4,A,Mixed-Humid,Camden
NJ,34,009,4,A,Mixed-Humid,Cape May
NJ,34,011,4,A,Mixed-Humid,Cumberland
NJ,34,013,4,A,Mixed-Humid,Essex
NJ,34,015,4,A,Mixed-Humid,Gloucester
NJ,34,017,4,A,Mixed-Humid,Hudson
NJ,34,019,5,A,Cold,Hunterdon
NJ,34,021,5,A,Cold,Mercer
NJ,34,023,4,A,Mixed-Humid,Middlesex
NJ,34,025,4,A,Mixed-Humid,Monmouth
NJ,34,027,5,A,Cold,Morris
NJ,34,029,4,A,Mixed-Humid,Ocean
NJ,34,031,5,A,Cold,Passaic
NJ,34,033,4,A,Mixed-Humid,Salem
NJ,34,035,5,A,Cold,Somerset
NJ,34,037,5,A,Cold,Sussex
NJ,34,039,4,A,Mixed-Humid,Union
NJ,34,041,5,A,Cold,Warren
NM,35,001,4,B,Mixed-Dry,Bernalillo
NM,35,003,5,B,Cold,Catron
NM,35,005,3,B,Hot-Dry,Chaves
NM,35,006,4,B,Cold,Cibola
NM,35,007,5,B,Cold,Colfax
NM,35,009,4,B,Mixed-Dry,Curry
NM,35,011,4,B,Mixed-Dry,De Baca
NM,35,013,3,B,Hot-Dry,Doa Ana
NM,35,015,3,B,Hot-Dry,Eddy
NM,35,017,4,B,Mixed-Dry,Grant
NM,35,019,4,B,Mixed-Dry,Guadalupe
NM,35,021,5,B,Cold,Harding
NM,35,023,3,B,Hot-Dry,Hidalgo
NM,35,025,3,B,Hot-Dry,Lea
NM,35,027,4,B,Mixed-Dry,Lincoln
NM,35,028,5,B,Cold,Los Alamos
NM,35,029,3,B,Hot-Dry,Luna
NM,35,031,5,B,Cold,McKinley
NM,35,033,5,B,Cold,Mora
NM,35,035,3,B,Hot-Dry,Otero
NM,35,037,4,B,Mixed-Dry,Quay
NM,35,039,5,B,Cold,Rio Arriba
NM,35,041,4,B,Mixed-Dry,Roosevelt
NM,35,045,5,B,Cold,San Juan
NM,35,047,5,B,Cold,San Miguel
NM,35,043,5,B,Cold,Sandoval
NM,35,049,5,B,Cold,Santa Fe
NM,35,051,4,B,Mixed-Dry,Sierra
NM,35,053,4,B,Mixed-Dry,Socorro
NM,35,055,5,B,Cold,Taos
NM,35,057,5,B,Cold,Torrance
NM,35,059,4,B,Mixed-Dry,Union
NM,35,061,4,B,Mixed-Dry,Valencia
NV,32,510,5,B,Cold,Carson City (city)
NV,32,001,5,B,Cold,Churchill
NV,32,003,3,B,Hot-Dry,Clark
NV,32,005,5,B,Cold,Douglas
NV,32,007,5,B,Cold,Elko
NV,32,009,5,B,Cold,Esmeralda
NV,32,011,5,B,Cold,Eureka
NV,32,013,5,B,Cold,Humboldt
NV,32,015,5,B,Cold,Lander
NV,32,017,5,B,Cold,Lincoln
NV,32,019,5,B,Cold,Lyon
NV,32,021,5,B,Cold,Mineral
NV,32,023,5,B,Cold,Nye
NV,32,027,5,B,Cold,Pershing
NV,32,029,5,B,Cold,Storey
NV,32,031,5,B,Cold,Washoe
NV,32,033,5,B,Cold,White Pine
NY,36,001,5,A,Cold,Albany
NY,36,003,6,A,Cold,Allegany
NY,36,005,4,A,Mixed-Humid,Bronx
NY,36,007,6,A,Cold,Broome
NY,36,009,6,A,Cold,Cattaraugus
NY,36,011,5,A,Cold,Cayuga
NY,36,013,5,A,Cold,Chautauqua
NY,36,015,5,A,Cold,Chemung
NY,36,017,6,A,Cold,Chenango
NY,36,019,6,A,Cold,Clinton
NY,36,021,5,A,Cold,Columbia
NY,36,023,5,A,Cold,Cortland
NY,36,025,6,A,Cold,Delaware
NY,36,027,5,A,Cold,Dutchess
NY,36,029,5,A,Cold,Erie
NY,36,031,6,A,Cold,Essex
NY,36,033,6,A,Cold,Franklin
NY,36,035,6,A,Cold,Fulton
NY,36,037,5,A,Cold,Genesee
NY,36,039,5,A,Cold,Greene
NY,36,041,6,A,Cold,Hamilton
NY,36,043,6,A,Cold,Herkimer
NY,36,045,6,A,Cold,Jefferson
NY,36,047,4,A,Mixed-Humid,Kings
NY,36,049,6,A,Cold,Lewis
NY,36,051,5,A,Cold,Livingston
NY,36,053,6,A,Cold,Madison
NY,36,055,5,A,Cold,Monroe
NY,36,057,6,A,Cold,Montgomery
NY,36,059,4,A,Mixed-Humid,Nassau
NY,36,061,4,A,Mixed-Humid,New York
NY,36,063,5,A,Cold,Niagara
NY,36,065,6,A,Cold,Oneida
NY,36,067,5,A,Cold,Onondaga
NY,36,069,5,A,Cold,Ontario
NY,36,071,5,A,Cold,Orange
NY,36,073,5,A,Cold,Orleans
NY,36,075,5,A,Cold,Oswego
NY,36,077,6,A,Cold,Otsego
NY,36,079,5,A,Cold,Putnam
NY,36,081,4,A,Mixed-Humid,Queens
NY,36,083,5,A,Cold,Rensselaer
NY,36,085,4,A,Mixed-Humid,Richmond
NY,36,087,5,A,Cold,Rockland
NY,36,091,5,A,Cold,Saratoga
NY,36,093,5,A,Cold,Schenectady
NY,36,095,6,A,Cold,Schoharie
NY,36,097,6,A,Cold,Schuyler
NY,36,099,5,A,Cold,Seneca
NY,36,089,6,A,Cold,St. Lawrence
NY,36,101,6,A,Cold,Steuben
NY,36,103,4,A,Mixed-Humid,Suffolk
NY,36,105,6,A,Cold,Sullivan
NY,36,107,5,A,Cold,Tioga
NY,36,109,6,A,Cold,Tompkins
NY,36,111,6,A,Cold,Ulster
NY,36,113,6,A,Cold,Warren
NY,36,115,5,A,Cold,Washington
NY,36,117,5,A,Cold,Wayne
NY,36,119,4,A,Mixed-Humid,Westchester
NY,36,121,6,A,Cold,Wyoming
NY,36,123,5,A,Cold,Yates
OH,39,001,4,A,Mixed-Humid,Adams
OH,39,003,5,A,Cold,Allen
OH,39,005,5,A,Cold,Ashland
OH,39,007,5,A,Cold,Ashtabula
OH,39,009,5,A,Cold,Athens
OH,39,011,5,A,Cold,Auglaize
OH,39,013,5,A,Cold,Belmont
OH,39,015,4,A,Mixed-Humid,Brown
OH,39,017,5,A,Cold,Butler
OH,39,019,5,A,Cold,Carroll
OH,39,021,5,A,Cold,Champaign
OH,39,023,5,A,Cold,Clark
OH,39,025,4,A,Mixed-Humid,Clermont
OH,39,027,5,A,Cold,Clinton
OH,39,029,5,A,Cold,Columbiana
OH,39,031,5,A,Cold,Coshocton
OH,39,033,5,A,Cold,Crawford
OH,39,035,5,A,Cold,Cuyahoga
OH,39,037,5,A,Cold,Darke
OH,39,039,5,A,Cold,Defiance
OH,39,041,5,A,Cold,Delaware
OH,39,043,5,A,Cold,Erie
OH,39,045,5,A,Cold,Fairfield
OH,39,047,5,A,Cold,Fayette
OH,39,049,5,A,Cold,Franklin
OH,39,051,5,A,Cold,Fulton
OH,39,053,4,A,Mixed-Humid,Gallia
OH,39,055,5,A,Cold,Geauga
OH,39,057,5,A,Cold,Greene
OH,39,059,5,A,Cold,Guernsey
OH,39,061,4,A,Mixed-Humid,Hamilton
OH,39,063,5,A,Cold,Hancock
OH,39,065,5,A,Cold,Hardin
OH,39,067,5,A,Cold,Harrison
OH,39,069,5,A,Cold,Henry
OH,39,071,5,A,Cold,Highland
OH,39,073,5,A,Cold,Hocking
OH,39,075,5,A,Cold,Holmes
OH,39,077,5,A,Cold,Huron
OH,39,079,5,A,Cold,Jackson
OH,39,081,5,A,Cold,Jefferson
OH,39,083,5,A,Cold,Knox
OH,39,085,5,A,Cold,Lake
OH,39,087,4,A,Mixed-Humid,Lawrence
OH,39,089,5,A,Cold,Licking
OH,39,091,5,A,Cold,Logan
OH,39,093,5,A,Cold,Lorain
OH,39,095,5,A,Cold,Lucas
OH,39,097,5,A,Cold,Madison
OH,39,099,5,A,Cold,Mahoning
OH,39,101,5,A,Cold,Marion
OH,39,103,5,A,Cold,Medina
OH,39,105,5,A,Cold,Meigs
OH,39,107,5,A,Cold,Mercer
OH,39,109,5,A,Cold,Miami
OH,39,111,5,A,Cold,Monroe
OH,39,113,5,A,Cold,Montgomery
OH,39,115,5,A,Cold,Morgan
OH,39,117,5,A,Cold,Morrow
OH,39,119,5,A,Cold,Muskingum
OH,39,121,5,A,Cold,Noble
OH,39,123,5,A,Cold,Ottawa
OH,39,125,5,A,Cold,Paulding
OH,39,127,5,A,Cold,Perry
OH,39,129,5,A,Cold,Pickaway
OH,39,131,4,A,Mixed-Humid,Pike
OH,39,133,5,A,Cold,Portage
OH,39,135,5,A,Cold,Preble
OH,39,137,5,A,Cold,Putnam
OH,39,139,5,A,Cold,Richland
OH,39,141,5,A,Cold,Ross
OH,39,143,5,A,Cold,Sandusky
OH,39,145,4,A,Mixed-Humid,Scioto
OH,39,147,5,A,Cold,Seneca
OH,39,149,5,A,Cold,Shelby
OH,39,151,5,A,Cold,Stark
OH,39,153,5,A,Cold,Summit
OH,39,155,5,A,Cold,Trumbull
OH,39,157,5,A,Cold,Tuscarawas
OH,39,159,5,A,Cold,Union
OH,39,161,5,A,Cold,Van Wert
OH,39,163,5,A,Cold,Vinton
OH,39,165,5,A,Cold,Warren
OH,39,167,4,A,Mixed-Humid,Washington
OH,39,169,5,A,Cold,Wayne
OH,39,171,5,A,Cold,Williams
OH,39,173,5,A,Cold,Wood
OH,39,175,5,A,Cold,Wyandot
OK,40,001,3,A,Mixed-Humid,Adair
OK,40,003,3,A,Mixed-Humid,Alfalfa
OK,40,005,3,A,Mixed-Humid,Atoka
OK,40,007,4,B,Mixed-Dry,Beaver
OK,40,009,3,A,Mixed-Humid,Beckham
OK,40,011,3,A,Mixed-Humid,Blaine
OK,40,013,3,A,Mixed-Humid,Bryan
OK,40,015,3,A,Mixed-Humid,Caddo
OK,40,017,3,A,Mixed-Humid,Canadian
OK,40,019,3,A,Mixed-Humid,Carter
OK,40,021,3,A,Mixed-Humid,Cherokee
OK,40,023,3,A,Mixed-Humid,Choctaw
OK,40,025,4,B,Mixed-Dry,Cimarron
OK,40,027,3,A,Mixed-Humid,Cleveland
OK,40,029,3,A,Mixed-Humid,Coal
OK,40,031,3,A,Mixed-Humid,Comanche
OK,40,033,3,A,Mixed-Humid,Cotton
OK,40,035,3,A,Mixed-Humid,Craig
OK,40,037,3,A,Mixed-Humid,Creek
OK,40,039,3,A,Mixed-Humid,Custer
OK,40,041,3,A,Mixed-Humid,Delaware
OK,40,043,3,A,Mixed-Humid,Dewey
OK,40,045,3,A,Mixed-Humid,Ellis
OK,40,047,3,A,Mixed-Humid,Garfield
OK,40,049,3,A,Mixed-Humid,Garvin
OK,40,051,3,A,Mixed-Humid,Grady
OK,40,053,3,A,Mixed-Humid,Grant
OK,40,055,3,A,Mixed-Humid,Greer
OK,40,057,3,A,Mixed-Humid,Harmon
OK,40,059,3,A,Mixed-Humid,Harper
OK,40,061,3,A,Mixed-Humid,Haskell
OK,40,063,3,A,Mixed-Humid,Hughes
OK,40,065,3,A,Mixed-Humid,Jackson
OK,40,067,3,A,Mixed-Humid,Jefferson
OK,40,069,3,A,Mixed-Humid,Johnston
OK,40,071,3,A,Mixed-Humid,Kay
OK,40,073,3,A,Mixed-Humid,Kingfisher
OK,40,075,3,A,Mixed-Humid,Kiowa
OK,40,077,3,A,Mixed-Humid,Latimer
OK,40,079,3,A,Mixed-Humid,Le Flore
OK,40,081,3,A,Mixed-Humid,Lincoln
OK,40,083,3,A,Mixed-Humid,Logan
OK,40,085,3,A,Mixed-Humid,Love
OK,40,093,3,A,Mixed-Humid,Major
OK,40,095,3,A,Mixed-Humid,Marshall
OK,40,097,3,A,Mixed-Humid,Mayes
OK,40,087,3,A,Mixed-Humid,McClain
OK,40,089,3,A,Mixed-Humid,McCurtain
OK,40,091,3,A,Mixed-Humid,McIntosh
OK,40,099,3,A,Mixed-Humid,Murray
OK,40,101,3,A,Mixed-Humid,Muskogee
OK,40,103,3,A,Mixed-Humid,Noble
OK,40,105,3,A,Mixed-Humid,Nowata
OK,40,107,3,A,Mixed-Humid,Okfuskee
OK,40,109,3,A,Mixed-Humid,Oklahoma
OK,40,111,3,A,Mixed-Humid,Okmulgee
OK,40,113,3,A,Mixed-Humid,Osage
OK,40,115,3,A,Mixed-Humid,Ottawa
OK,40,117,3,A,Mixed-Humid,Pawnee
OK,40,119,3,A,Mixed-Humid,Payne
OK,40,121,3,A,Mixed-Humid,Pittsburg
OK,40,123,3,A,Mixed-Humid,Pontotoc
OK,40,125,3,A,Mixed-Humid,Pottawatomie
OK,40,127,3,A,Mixed-Humid,Pushmataha
OK,40,129,3,A,Mixed-Humid,Roger Mills
OK,40,131,3,A,Mixed-Humid,Rogers
OK,40,133,3,A,Mixed-Humid,Seminole
OK,40,135,3,A,Mixed-Humid,Sequoyah
OK,40,137,3,A,Mixed-Humid,Stephens
OK,40,139,4,B,Mixed-Dry,Texas
OK,40,141,3,A,Mixed-Humid,Tillman
OK,40,143,3,A,Mixed-Humid,Tulsa
OK,40,145,3,A,Mixed-Humid,Wagoner
OK,40,147,3,A,Mixed-Humid,Washington
OK,40,149,3,A,Mixed-Humid,Washita
OK,40,151,3,A,Mixed-Humid,Woods
OK,40,153,3,A,Mixed-Humid,Woodward
OR,41,001,5,B,Cold,Baker
OR,41,003,4,C,Marine,Benton
OR,41,005,4,C,Marine,Clackamas
OR,41,007,4,C,Marine,Clatsop
OR,41,009,4,C,Marine,Columbia
OR,41,011,4,C,Marine,Coos
OR,41,013,5,B,Cold,Crook
OR,41,015,4,C,Marine,Curry
OR,41,017,5,B,Cold,Deschutes
OR,41,019,4,C,Marine,Douglas
OR,41,021,5,B,Cold,Gilliam
OR,41,023,5,B,Cold,Grant
OR,41,025,5,B,Cold,Harney
OR,41,027,5,B,Cold,Hood River
OR,41,029,4,C,Marine,Jackson
OR,41,031,5,B,Cold,Jefferson
OR,41,033,4,C,Marine,Josephine
OR,41,035,5,B,Cold,Klamath
OR,41,037,5,B,Cold,Lake
OR,41,039,4,C,Marine,Lane
OR,41,041,4,C,Marine,Lincoln
OR,41,043,4,C,Marine,Linn
OR,41,045,5,B,Cold,Malheur
OR,41,047,4,C,Marine,Marion
OR,41,049,5,B,Cold,Morrow
OR,41,051,4,C,Marine,Multnomah
OR,41,053,4,C,Marine,Polk
OR,41,055,5,B,Cold,Sherman
OR,41,057,4,C,Marine,Tillamook
OR,41,059,5,B,Cold,Umatilla
OR,41,061,5,B,Cold,Union
OR,41,063,5,B,Cold,Wallowa
OR,41,065,5,B,Cold,Wasco
OR,41,067,4,C,Marine,Washington
OR,41,069,5,B,Cold,Wheeler
OR,41,071,4,C,Marine,Yamhill
PA,42,001,5,A,Cold,Adams
PA,42,003,5,A,Cold,Allegheny
PA,42,005,5,A,Cold,Armstrong
PA,42,007,5,A,Cold,Beaver
PA,42,009,5,A,Cold,Bedford
PA,42,011,5,A,Cold,Berks
PA,42,013,5,A,Cold,Blair
PA,42,015,5,A,Cold,Bradford
PA,42,017,4,A,Mixed-Humid,Bucks
PA,42,019,5,A,Cold,Butler
PA,42,021,5,A,Cold,Cambria
PA,42,023,6,A,Cold,Cameron
PA,42,025,5,A,Cold,Carbon
PA,42,027,5,A,Cold,Centre
PA,42,029,4,A,Mixed-Humid,Chester
PA,42,031,5,A,Cold,Clarion
PA,42,033,6,A,Cold,Clearfield
PA,42,035,5,A,Cold,Clinton
PA,42,037,5,A,Cold,Columbia
PA,42,039,5,A,Cold,Crawford
PA,42,041,5,A,Cold,Cumberland
PA,42,043,5,A,Cold,Dauphin
PA,42,045,4,A,Mixed-Humid,Delaware
PA,42,047,6,A,Cold,Elk
PA,42,049,5,A,Cold,Erie
PA,42,051,5,A,Cold,Fayette
PA,42,053,5,A,Cold,Forest
PA,42,055,5,A,Cold,Franklin
PA,42,057,5,A,Cold,Fulton
PA,42,059,5,A,Cold,Greene
PA,42,061,5,A,Cold,Huntingdon
PA,42,063,5,A,Cold,Indiana
PA,42,065,5,A,Cold,Jefferson
PA,42,067,5,A,Cold,Juniata
PA,42,069,5,A,Cold,Lackawanna
PA,42,071,5,A,Cold,Lancaster
PA,42,073,5,A,Cold,Lawrence
PA,42,075,5,A,Cold,Lebanon
PA,42,077,5,A,Cold,Lehigh
PA,42,079,5,A,Cold,Luzerne
PA,42,081,5,A,Cold,Lycoming
PA,42,083,6,A,Cold,McKean
PA,42,085,5,A,Cold,Mercer
PA,42,087,5,A,Cold,Mifflin
PA,42,089,5,A,Cold,Monroe
PA,42,091,4,A,Mixed-Humid,Montgomery
PA,42,093,5,A,Cold,Montour
PA,42,095,5,A,Cold,Northampton
PA,42,097,5,A,Cold,Northumberland
PA,42,099,5,A,Cold,Perry
PA,42,101,4,A,Mixed-Humid,Philadelphia
PA,42,103,5,A,Cold,Pike
PA,42,105,6,A,Cold,Potter
PA,42,107,5,A,Cold,Schuylkill
PA,42,109,5,A,Cold,Snyder
PA,42,111,5,A,Cold,Somerset
PA,42,113,5,A,Cold,Sullivan
PA,42,115,6,A,Cold,Susquehanna
PA,42,117,6,A,Cold,Tioga
PA,42,119,5,A,Cold,Union
PA,42,121,5,A,Cold,Venango
PA,42,123,5,A,Cold,Warren
PA,42,125,5,A,Cold,Washington
PA,42,127,6,A,Cold,Wayne
PA,42,129,5,A,Cold,Westmoreland
PA,42,131,5,A,Cold,Wyoming
PA,42,133,4,A,Mixed-Humid,York
PR,72,001,1,A,Hot-Humid,Adjuntas
PR,72,003,1,A,Hot-Humid,Aguada
PR,72,005,1,A,Hot-Humid,Aguadilla
PR,72,007,1,A,Hot-Humid,Aguas Buenas
PR,72,009,1,A,Hot-Humid,Aibonito
PR,72,011,1,A,Hot-Humid,Anasco
PR,72,013,1,A,Hot-Humid,Arecibo
PR,72,015,1,A,Hot-Humid,Arroyo
PR,72,017,1,A,Hot-Humid,Barceloneta
PR,72,019,1,A,Hot-Humid,Barranquitas
PR,72,021,1,A,Hot-Humid,Bayamon
PR,72,023,1,A,Hot-Humid,Cabo Rojo
PR,72,025,1,A,Hot-Humid,Caguas
PR,72,027,1,A,Hot-Humid,Camuy
PR,72,029,1,A,Hot-Humid,Canovanas
PR,72,031,1,A,Hot-Humid,Carolina
PR,72,033,1,A,Hot-Humid,Catano
PR,72,035,1,A,Hot-Humid,Cayey
PR,72,037,1,A,Hot-Humid,Ceiba
PR,72,039,1,A,Hot-Humid,Ciales
PR,72,041,1,A,Hot-Humid,Cidra
PR,72,043,1,A,Hot-Humid,Coamo
PR,72,045,1,A,Hot-Humid,Comerio
PR,72,047,1,A,Hot-Humid,Corozal
PR,72,049,1,A,Hot-Humid,Culebra
PR,72,051,1,A,Hot-Humid,Dorado
PR,72,053,1,A,Hot-Humid,Fajardo
PR,72,054,1,A,Hot-Humid,Florida
PR,72,055,1,A,Hot-Humid,Guanica
PR,72,057,1,A,Hot-Humid,Guayama
PR,72,059,1,A,Hot-Humid,Guayanilla
PR,72,061,1,A,Hot-Humid,Guaynabo
PR,72,063,1,A,Hot-Humid,Gurabo
PR,72,065,1,A,Hot-Humid,Hatillo
PR,72,067,1,A,Hot-Humid,Hormigueros
PR,72,069,1,A,Hot-Humid,Humacao
PR,72,071,1,A,Hot-Humid,Isabela
PR,72,073,1,A,Hot-Humid,Jayuya
PR,72,075,1,A,Hot-Humid,Juana Diaz
PR,72,077,1,A,Hot-Humid,Juncos
PR,72,079,1,A,Hot-Humid,Lajas
PR,72,081,1,A,Hot-Humid,Lares
PR,72,083,1,A,Hot-Humid,Las Marias
PR,72,085,1,A,Hot-Humid,Las Piedras
PR,72,087,1,A,Hot-Humid,Loiza
PR,72,089,1,A,Hot-Humid,Luquillo
PR,72,091,1,A,Hot-Humid,Manati
PR,72,093,1,A,Hot-Humid,Maricao
PR,72,095,1,A,Hot-Humid,Maunabo
PR,72,097,1,A,Hot-Humid,Mayaguez
PR,72,099,1,A,Hot-Humid,Moca
PR,72,101,1,A,Hot-Humid,Morovis
PR,72,103,1,A,Hot-Humid,Naguabo
PR,72,105,1,A,Hot-Humid,Naranjito
PR,72,107,1,A,Hot-Humid,Orocovis
PR,72,109,1,A,Hot-Humid,Patillas
PR,72,111,1,A,Hot-Humid,Penuelas
PR,72,113,1,A,Hot-Humid,Ponce
PR,72,115,1,A,Hot-Humid,Quebradillas
PR,72,117,1,A,Hot-Humid,Rincon
PR,72,119,1,A,Hot-Humid,Rio Grande
PR,72,121,1,A,Hot-Humid,Sabana Grande
PR,72,123,1,A,Hot-Humid,Salinas
PR,72,125,1,A,Hot-Humid,San German
PR,72,127,1,A,Hot-Humid,San Juan
PR,72,129,1,A,Hot-Humid,San Lorenzo
PR,72,131,1,A,Hot-Humid,San Sebastian
PR,72,133,1,A,Hot-Humid,Santa Isabel
PR,72,135,1,A,Hot-Humid,Toa Alta
PR,72,137,1,A,Hot-Humid,Toa Baja
PR,72,139,1,A,Hot-Humid,Trujillo Alto
PR,72,141,1,A,Hot-Humid,Utuado
PR,72,143,1,A,Hot-Humid,Vega Alta
PR,72,145,1,A,Hot-Humid,Vega Baja
PR,72,147,1,A,Hot-Humid,Vieques
PR,72,149,1,A,Hot-Humid,Villalba
PR,72,151,1,A,Hot-Humid,Yabucoa
PR,72,153,1,A,Hot-Humid,Yauco
RI,44,001,5,A,Cold,Bristol
RI,44,003,5,A,Cold,Kent
RI,44,005,5,A,Cold,Newport
RI,44,007,5,A,Cold,Providence
RI,44,009,5,A,Cold,Washington
SC,45,001,3,A,Mixed-Humid,Abbeville
SC,45,003,3,A,Mixed-Humid,Aiken
SC,45,005,3,A,Hot-Humid,Allendale
SC,45,007,3,A,Mixed-Humid,Anderson
SC,45,009,3,A,Hot-Humid,Bamberg
SC,45,011,3,A,Hot-Humid,Barnwell
SC,45,013,3,A,Hot-Humid,Beaufort
SC,45,015,3,A,Hot-Humid,Berkeley
SC,45,017,3,A,Mixed-Humid,Calhoun
SC,45,019,3,A,Hot-Humid,Charleston
SC,45,021,3,A,Mixed-Humid,Cherokee
SC,45,023,3,A,Mixed-Humid,Chester
SC,45,025,3,A,Mixed-Humid,Chesterfield
SC,45,027,3,A,Mixed-Humid,Clarendon
SC,45,029,3,A,Hot-Humid,Colleton
SC,45,031,3,A,Mixed-Humid,Darlington
SC,45,033,3,A,Mixed-Humid,Dillon
SC,45,035,3,A,Hot-Humid,Dorchester
SC,45,037,3,A,Mixed-Humid,Edgefield
SC,45,039,3,A,Mixed-Humid,Fairfield
SC,45,041,3,A,Mixed-Humid,Florence
SC,45,043,3,A,Hot-Humid,Georgetown
SC,45,045,3,A,Mixed-Humid,Greenville
SC,45,047,3,A,Mixed-Humid,Greenwood
SC,45,049,3,A,Hot-Humid,Hampton
SC,45,051,3,A,Hot-Humid,Horry
SC,45,053,3,A,Hot-Humid,Jasper
SC,45,055,3,A,Mixed-Humid,Kershaw
SC,45,057,3,A,Mixed-Humid,Lancaster
SC,45,059,3,A,Mixed-Humid,Laurens
SC,45,061,3,A,Mixed-Humid,Lee
SC,45,063,3,A,Mixed-Humid,Lexington
SC,45,067,3,A,Mixed-Humid,Marion
SC,45,069,3,A,Mixed-Humid,Marlboro
SC,45,065,3,A,Mixed-Humid,McCormick
SC,45,071,3,A,Mixed-Humid,Newberry
